id_entite,nom_canonique,type_organisation,pays,region_france,site_web,alias_identifiants,id_source_exacte,reference_exacte,date_information,organisation_concernee,passage_justificatif,nature_information,niveau_confiance,niveau_confidentialite,droits_reutilisation,statut_validation,doublon_contradiction,notes,perspective_corpus,role_chaine_valeur,categorie_msp_mssp_principale,categories_secondaires,statut_qualification_msp,preuve_statut,couverture_geographique,segments_cibles,secteurs_cibles,modele_livraison,soc_en_propre_declare
ENT-PUB-CAMPUSCYBER-008,Union européenne,Gouvernance / institutionnel,Belgique / Europe,,,UE,SRC-PUB-CAMPUSCYBER-007,https://campuscyber.fr/cybiah-ami-ia/ | Archive 2025-07-08_CampusCyber_cybiah-ami-ia.html,46219.583333333336,Union européenne,"C’est pourquoi CYBIAH, le European Digital Innovation Hub coordonné par le Campus Cyber et cofinancé par l’Union européenne et la Région Île-de-France, lance un appel à manifestation d’intérêt (AMI) inédit, destiné à enrichir son offre de services en cybersécurité appliquée à l’IA.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Cofinanceur explicitement cité de CYBIAH.,,,,,,,,,,,
ENT-PUB-CAMPUSCYBER-009,Thales Cyber Solutions,ESN / intégrateur,France,Île-de-France,https://www.thalesgroup.com,Thales,SRC-PUB-CAMPUSCYBER-009,https://campuscyber.fr/cybiah-choisit-thales-cyber-solutions-et-cyna-pour-renforcer-la-cybersecurite-des-organisations-franciliennes/ | Archive 2025-01-21_CampusCyber_cybiah-thales-cyna.html,46219.583333333336,Thales Cyber Solutions,"Le dispositif CYBIAH, coordonné par le Campus Cyber, lançait un Appel à Manifestation d’Intérêt (AMI) le 3 septembre 2024, afin d’identifier des prestataires spécialisés pour accompagner les TPE, PME et acteurs de l’Économie Sociale et Solidaire (ESS) dans l’évaluation de leur maturité en cybersécurité. Après une sélection rigoureuse, Thales Cyber Solutions et CYNA ont été retenus pour leur expertise et leur engagement à répondre aux besoins spécifiques des organisations locales.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Prestataire sélectionné par CYBIAH.,,,,,,,,,,,
ENT-PUB-CAMPUSCYBER-010,CYNA,Prestataire de services managés,France,,https://www.cyna-it.fr,Cyna IT,SRC-PUB-CAMPUSCYBER-009,https://campuscyber.fr/cybiah-choisit-thales-cyber-solutions-et-cyna-pour-renforcer-la-cybersecurite-des-organisations-franciliennes/ | Archive 2025-01-21_CampusCyber_cybiah-thales-cyna.html,46219.583333333336,CYNA,"Le dispositif CYBIAH, coordonné par le Campus Cyber, lançait un Appel à Manifestation d’Intérêt (AMI) le 3 septembre 2024, afin d’identifier des prestataires spécialisés pour accompagner les TPE, PME et acteurs de l’Économie Sociale et Solidaire (ESS) dans l’évaluation de leur maturité en cybersécurité. Après une sélection rigoureuse, Thales Cyber Solutions et CYNA ont été retenus pour leur expertise et leur engagement à répondre aux besoins spécifiques des organisations locales.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Prestataire sélectionné par CYBIAH.,,,,,,,,,,,
ENT-PUB-CAMPUSCYBER-011,Hub Grand Est Cybersécurité,Association / groupement,France,Grand Est,https://www.cybersecurite.grandest.fr,Campus cyber Grand Est,SRC-PUB-CAMPUSCYBER-006,https://campuscyber.fr/le-grand-est-et-loccitanie-rejoignent-le-reseau-des-campus-cyber-territoriaux/ | Archive 2025-11-26_CampusCyber_grand-est-occitanie.html,46219.583333333336,Hub Grand Est Cybersécurité,"La labellisation du Hub Grand Est Cybersécurité (Campus cyber Grand Est) valorise une organisation déjà bien établie, structurée autour d’un réseau de pôles d’excellence à Reims, Metz, Nancy et Mulhouse. Soutenu par le président du Conseil régional du Grand Est, Franck Leroy, le déploiement du Hub est piloté par la conseillère régionale Irène Weiss, déléguée à la cybersécurité, et Kévin Sanna, responsable du Campus cyber Grand Est. Plus d’informations : https://www.cybersecurite.grandest.fr/ . Le Hub porte la politique régionale en cyber et coordonne les dispositifs existants tels que le CSIRT régional et l’EDIH. Il développera également des expertises ciblées autour de la viniculture, de la santé et de la coopération transfrontalière, notamment avec l’Allemagne et la Belgique.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Campus cyber territorial labellisé.,,,,,,,,,,,
ENT-PUB-CAMPUSCYBER-012,Cyber’Occ,Association / groupement,France,Occitanie,https://cyberocc.com,Campus cyber Occitanie,SRC-PUB-CAMPUSCYBER-006,https://campuscyber.fr/le-grand-est-et-loccitanie-rejoignent-le-reseau-des-campus-cyber-territoriaux/ | Archive 2025-11-26_CampusCyber_grand-est-occitanie.html,46219.583333333336,Cyber’Occ,"La labellisation de Cyber’Occ (Campus cyber Occitanie), implanté dans la Data Valley à Toulouse, traduit une ambition forte autour de la résilience numérique et des enjeux industriels du territoire. La dynamique régionale, soutenue par la présidente du Conseil régional Carole Delga, est conduite par le conseiller régional Marc Sztulman et Olivier Auradou, respectivement président et directeur général de Cyber’Occ. Cyber’Occ constitue un point d’entrée unique de la cyber en région et regroupe les dispositifs régionaux tels que le CSIRT, l’EDIH et l’AMI Compétences et métiers d’avenir. Il développera des expertises ciblées notamment autour de l’aéronautique et de la cybersécurité industrielle.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Campus cyber territorial labellisé.,,,,,,,,,,,
ENT-PUB-CAMPUSCYBER-013,Réseau des Campus Cyber territoriaux,Association / groupement,France,,,Réseau territorial,SRC-PUB-CAMPUSCYBER-005,https://campuscyber.fr/le-reseau-des-campus-cyber-devoile-sa-feuille-de-route-strategique-commune/ | Archive 2026-04-02_CampusCyber_feuille-route-territoriale.html,46219.583333333336,Réseau des Campus Cyber territoriaux,"À l’occasion du Forum INCYBER 2026, le réseau des Campus Cyber Territoriaux franchit une étape clé avec l’annonce d’une feuille de route stratégique commune.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Réseau doté d’une feuille de route commune.,,,,,,,,,,,
ENT-PUB-CAMPUSCYBER-014,Talcyb,Recherche / formation,France,Île-de-France,https://campuscyber.fr/decouvrez-talcyb-un-projet-pour-les-jeunes-cyber-engages/,Talents Cyber,SRC-PUB-CAMPUSCYBER-001,https://campuscyber.fr/wp-content/uploads/2026/01/Communique-Campus-Cyber-RDMP-2026-2028.pdf | Archive 2026-01-13_CampusCyber_strategie-2026-2028.pdf,46219.583333333336,Talcyb,"Les programmes existants, comme Talcyb, Cybiah et le studio des communs, seront refondus dans les nouvelles priorités stratégiques et opérationnelles du Campus.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Programme de compétences cité dans la stratégie.,,,,,,,,,,,
ENT-PUB-ADVENS-001,Advens,MSSP / pure player cybersécurité,France,Multi-régional,https://www.advens.com/,aDvens; ADVENS,SRC-PUB-ADVENS-004,01_sources_brutes/02_publiques_primaires/2025-09-30_Advens_qualification-pdis.html | paragraphe d’ouverture,45930.5,Advens,"Advens, pure player de la cybersécurité et leader du SOC-as-a-Service",Factuel — entité explicitement citée,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Qualification de travail issue du plan MSP/MSSP ; catégorie générale non modifiée et à valider humainement.,DEMANDE_MSP,"Sélectionne, intègre, opère et commercialise des technologies et services cyber",Pure player MSSP,Intégrateur devenu opérateur de services,Qualifié pour la collecte approfondie — pilote,Service SOC managé mySOC et qualification PDIS explicitement documentés,France et Europe — déclaration d’entreprise,PME; ETI; Secteur public,Santé; industrie; audiovisuel; agroalimentaire; protection sociale; OIV/OSE,Opéré en propre; co-délivré; Bring your own Stack déclaré,Oui — analystes et plateforme Advens déclarés; qualification PDIS
ENT-PUB-ADVENS-002,Agence nationale de la sécurité des systèmes d’information,Autorité nationale de cybersécurité,France,,https://cyber.gouv.fr/,ANSSI,SRC-PUB-ADVENS-005,01_sources_brutes/02_publiques_primaires/2026-07-16_ANSSI_catalogue-visas.pdf | page 52,46220.5,Advens,Les prestataires de détection des incidents de sécurité sont qualifiés au titre de l'article 14 du décret n°2015-350.,Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Qualifie et référence les prestataires,,,Sans objet,,,,,,Sans objet
ENT-PUB-ADVENS-003,Centrale d’Achat de l’Informatique Hospitalière,Centrale d’achat sectorielle,France,,https://caih-sante.org/,CAIH,SRC-PUB-ADVENS-006,01_sources_brutes/02_publiques_primaires/2025-09_CAIH_soc-manage-advens.pdf | pages 1-2,2025-09,Advens,TITULAIRE ADVENS,Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Centrale d’achat et prescripteur pour les établissements de santé,,,Sans objet,,,,,,Sans objet
ENT-PUB-ADVENS-004,Microsoft,Éditeur de logiciels et cloud,,,https://www.microsoft.com/,Microsoft Sentinel; Microsoft Defender,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,46220.5,Advens,Microsoft Sentinel fournit une analytique de sécurité intelligente et des renseignements sur les menaces à l’échelle de l’entreprise.,Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Fournisseur technologique cité par Advens,,,Sans objet,,,,,,Sans objet
ENT-PUB-ADVENS-005,HarfangLab,Éditeur cybersécurité,,,https://harfanglab.io/,,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,46220.5,Advens,"HarfangLab est une plateforme unifiée de Workspace Detection and Response 100% européenne, ouverte, transparente et interopérable.",Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Fournisseur technologique cité par Advens,,,Sans objet,,,,,,Sans objet
ENT-PUB-ADVENS-006,Cybereason,Éditeur cybersécurité,,,https://www.cybereason.com/,,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,46220.5,Advens,"Cybereason offre une protection pérenne, capable de neutraliser les attaques sur les endpoints, dans le réseau d’entreprise et sur tous les champs de bataille.",Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Fournisseur technologique cité par Advens,,,Sans objet,,,,,,Sans objet
ENT-PUB-ADVENS-007,SentinelOne,Éditeur cybersécurité,,,https://www.sentinelone.com/,SentinelOne Singularity XDR,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,46220.5,Advens,"SentinelOne Singularity XDR protège les endpoints, le cloud et l’identité.",Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Fournisseur technologique cité par Advens,,,Sans objet,,,,,,Sans objet
ENT-PUB-ADVENS-008,CrowdStrike,Éditeur cybersécurité,,,https://www.crowdstrike.com/,CrowdStrike Falcon,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,46220.5,Advens,"CrowdStrike assure la protection de vos zones de risques critiques : endpoints, applications sur le cloud, identités et données grâce la plateforme unifiée CrowdStrike Falcon IA native de cybersécurité.",Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Fournisseur technologique cité par Advens,,,Sans objet,,,,,,Sans objet
ENT-PUB-ADVENS-009,Vectra AI,Éditeur cybersécurité,,,https://www.vectra.ai/,Vectra,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,46220.5,Advens,La plateforme Vectra utilise l’IA pour détecter les attaquants en temps réel et permettre d’effectuer des investigations efficaces.,Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Fournisseur technologique cité par Advens,,,Sans objet,,,,,,Sans objet
ENT-PUB-ADVENS-010,Gatewatcher,Éditeur cybersécurité,,,https://www.gatewatcher.com/,,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,46220.5,Advens,Avec Gatewatcher bénéficiez d’une visibilité 360° des usages et des actifs sur votre réseau.,Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Fournisseur technologique cité par Advens,,,Sans objet,,,,,,Sans objet
ENT-PUB-ADVENS-011,Nozomi Networks,Éditeur cybersécurité OT/IoT,,,https://www.nozominetworks.com/,,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,46220.5,Advens,"Avec Nozomi Networks, réduisez les risques sur votre entreprise et optimisez sa résilience grâce à une visibilité sans pareille sur les réseaux industriels et de l’IoT.",Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Fournisseur technologique cité par Advens,,,Sans objet,,,,,,Sans objet
ENT-PUB-ADVENS-012,CybelAngel,Éditeur cybersécurité,,,https://cybelangel.com/,,SRC-PUB-ADVENS-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-partenaires.html | section Partenaires stratégiques,46220.5,Advens,CybelAngel protège la surface externe des entreprises en identifiant les actifs exposés et vulnérables.,Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Fournisseur technologique cité par Advens,,,Sans objet,,,,,,Sans objet
ENT-PUB-ADVENS-013,GHT Réunion,Groupement hospitalier,France,La Réunion,,,SRC-PUB-ADVENS-002,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-offres.html | témoignage Stéphane Duchesne,46220.5,Advens,"mySOC, c’est l’assurance qu’en cas de détection d’une alerte critique, les équipes Advens travaillent en toute autonomie avec mes équipes IT pour prendre en charge et résoudre totalement l’incident, même si je suis à 9 000 km d’eux.",Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Client cité,,,Sans objet,,,,,,Sans objet
ENT-PUB-ADVENS-014,Vulcain Engineering Group,Groupe d’ingénierie,France,,,,SRC-PUB-ADVENS-001,01_sources_brutes/02_publiques_primaires/2026-07-17_Advens_mysoc-plateforme.html | témoignage Charles Dumont,46220.5,Advens,"Aujourd’hui, nous bénéficions d’une plateforme moderne, intuitive et évolutive, que nous pouvons utiliser en autonomie tout en profitant de l’expertise continue du SOC Advens.",Factuel — entité explicitement citée,Élevée sur la citation ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon ni contradiction détecté,Entité créée pour une relation explicitement prouvée ; aucun volume ni exclusivité déduit.,DEMANDE_MSP,Client cité,,,Sans objet,,,,,,Sans objet
ENT-PUB-TEKSORIA-001,Teksoria,MSP régional / infogéreur IT-cloud-cyber,France,Auvergne-Rhône-Alpes,https://www.teksoria.com/,Teksoria — Grenoble,SRC-PUB-TEKSORIA-006,01_sources_brutes/02_publiques_primaires/2026-07-09_FranceNum_Teksoria.html,46220.5,Teksoria,"Teksoria accompagne les PME de Rhône-Alpes dans leur transformation numérique depuis 2016. Basée à Grenoble, notre équipe certifiée (Microsoft 365, Azure, OSCP, CCNA, ITIL v4) propose une offre complète : infogérance IT avec support illimité 24/7, infrastructure cloud, cybersécurité renforcée et intégration d'intelligence artificielle (agents IA, Microsoft Copilot, RAG). Partenaire Microsoft, Dell, Cisco, Mistral AI et Anthropic.",Fiche institutionnelle et déclarations publiques,Élevée sur l’implantation et la cible ; capacités à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucune intensité d’usage, exclusivité ou importance stratégique déduite.",DEMANDE_MSP,"Sélectionne, assemble, opère et commercialise des services IT, cloud et cyber",MSP régional packagé,MSP régional sur mesure,Qualifié pour collecte approfondie,"Offres récurrentes par poste, infogérance, cloud et cyber explicitement publiées",Rhône-Alpes ; Grenoble ; présence déclarée à Annecy et Lyon,PME,"PME multi-secteurs ; santé, secteur public et défense évoqués pour les contraintes cloud",À distance et sur site ; sous-traitance cyber non établie,Non — la source parle de SOC externalisé ; opérateur non identifié
ENT-PUB-TEKSORIA-002,Dell Technologies,Constructeur informatique,,,https://www.dell.com/,,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,46220.5,Teksoria,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucune intensité d’usage, exclusivité ou importance stratégique déduite.",DEMANDE_MSP,Fournisseur technologique cité par Teksoria,,,,,,,,,
ENT-PUB-TEKSORIA-003,Cisco,Éditeur et équipementier réseau,,,https://www.cisco.com/,,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,46220.5,Teksoria,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucune intensité d’usage, exclusivité ou importance stratégique déduite.",DEMANDE_MSP,Fournisseur technologique cité par Teksoria,,,,,,,,,
ENT-PUB-TEKSORIA-004,VMware,Éditeur de logiciels d’infrastructure,,,https://www.vmware.com/,,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,46220.5,Teksoria,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucune intensité d’usage, exclusivité ou importance stratégique déduite.",DEMANDE_MSP,Fournisseur technologique cité par Teksoria,,,,,,,,,
ENT-PUB-TEKSORIA-005,Veeam,Éditeur de sauvegarde et résilience,,,https://www.veeam.com/,,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,46220.5,Teksoria,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucune intensité d’usage, exclusivité ou importance stratégique déduite.",DEMANDE_MSP,Fournisseur technologique cité par Teksoria,,,,,,,,,
ENT-PUB-TEKSORIA-006,OVHcloud,Fournisseur cloud,,,https://www.ovhcloud.com/,,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,46220.5,Teksoria,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucune intensité d’usage, exclusivité ou importance stratégique déduite.",DEMANDE_MSP,Fournisseur technologique cité par Teksoria,,,,,,,,,
ENT-PUB-TEKSORIA-007,Mistral AI,Éditeur d’intelligence artificielle,,,https://mistral.ai/,,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,46220.5,Teksoria,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucune intensité d’usage, exclusivité ou importance stratégique déduite.",DEMANDE_MSP,Fournisseur technologique cité par Teksoria,,,,,,,,,
ENT-PUB-TEKSORIA-008,Anthropic,Éditeur d’intelligence artificielle,,,https://www.anthropic.com/,,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,46220.5,Teksoria,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucune intensité d’usage, exclusivité ou importance stratégique déduite.",DEMANDE_MSP,Fournisseur technologique cité par Teksoria,,,,,,,,,
ENT-PUB-DIGILUX-001,Digilux,Cabinet de conseil — DSI/RSSI externalisé,France,Nouvelle-Aquitaine,https://digilux.fr/,DIGILUX ; Romain Papuchon,SRC-PUB-DIGILUX-004,01_sources_brutes/02_publiques_primaires/2026-07-09_FranceNum_Digilux.html,46220.5,Digilux,"Digilux est spécialisé dans la transformation digitale responsable des organisations privées et publiques : structurer votre stratégie, accompagner vos projets numériques, renforcer votre cybersécurité et adapter vos pratiques vers un numérique plus responsable.",Fiche institutionnelle et déclarations publiques,Élevée sur le statut et l’implantation ; capacités à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,"Identifie les besoins, conseille, sélectionne et pilote des prestataires pour le client",DSI/RSSI externalisé prescripteur,MSP régional sur mesure,Qualifié pour collecte approfondie,"DSI/RSSI externalisés, AMO et gestion de prestataires explicitement publiés",Nord Nouvelle-Aquitaine ; périmètre régional,TPE; PME; Associations / professions libérales,Multi-secteurs,"Conseil, diagnostic, AMO et pilotage ; exploitation technique tierce non attribuée",Non — aucun SOC ou MDR propre déclaré
ENT-PUB-DIGILUX-002,France Num,Dispositif public d’accompagnement numérique,,,https://www.francenum.gouv.fr/,,SRC-PUB-DIGILUX-004,01_sources_brutes/02_publiques_primaires/2026-07-09_FranceNum_Digilux.html,46220.5,Digilux,"Digilux est spécialisé dans la transformation digitale responsable des organisations privées et publiques : structurer votre stratégie, accompagner vos projets numériques, renforcer votre cybersécurité et adapter vos pratiques vers un numérique plus responsable.",Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement reliée ou citée dans le parcours de conseil Digilux,,,,,,,,,
ENT-PUB-DIGILUX-003,MonAideCyber,Dispositif public d’accompagnement cyber,,,https://monaidecyber.ssi.gouv.fr/,,SRC-PUB-DIGILUX-004,01_sources_brutes/02_publiques_primaires/2026-07-09_FranceNum_Digilux.html,46220.5,Digilux,"Digilux est spécialisé dans la transformation digitale responsable des organisations privées et publiques : structurer votre stratégie, accompagner vos projets numériques, renforcer votre cybersécurité et adapter vos pratiques vers un numérique plus responsable.",Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement reliée ou citée dans le parcours de conseil Digilux,,,,,,,,,
ENT-PUB-DIGILUX-004,NUMEUM,Organisation professionnelle,,,https://www.numeum.fr/,,SRC-PUB-DIGILUX-004,01_sources_brutes/02_publiques_primaires/2026-07-09_FranceNum_Digilux.html,46220.5,Digilux,"Digilux est spécialisé dans la transformation digitale responsable des organisations privées et publiques : structurer votre stratégie, accompagner vos projets numériques, renforcer votre cybersécurité et adapter vos pratiques vers un numérique plus responsable.",Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement reliée ou citée dans le parcours de conseil Digilux,,,,,,,,,
ENT-PUB-DIGILUX-005,Planet Tech'Care,Initiative numérique responsable,,,https://www.planet-techcare.green/,,SRC-PUB-DIGILUX-004,01_sources_brutes/02_publiques_primaires/2026-07-09_FranceNum_Digilux.html,46220.5,Digilux,"Digilux est spécialisé dans la transformation digitale responsable des organisations privées et publiques : structurer votre stratégie, accompagner vos projets numériques, renforcer votre cybersécurité et adapter vos pratiques vers un numérique plus responsable.",Fait de citation dans une source publique,Élevée sur l’existence de l’entité ; relation à valider,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon exact détecté,"Aucun volume, exclusivité ou usage généralisé déduit.",DEMANDE_MSP,Organisation explicitement reliée ou citée dans le parcours de conseil Digilux,,,,,,,,,
