id_service,id_acteur,perspective_corpus,portee_agence_reseau,operateur_identifie,support_local,nom_service,domaine,mode_livraison,statut_maturite,recurrence,couverture_horaire,niveaux_support,chaine_escalade,multi_tenant,psa_rmm,automatisation,prix_public,unite_facturation_publique,engagement_public,segments_cibles,secteurs_cibles,geographie,technologies_citees,id_source,passage_justificatif,date_observation,niveau_confiance,statut_validation
SRV-PUB-NOMIOS-004,ENT-PUB-DEMANDE-NOMIOS-001,DEMANDE_MSP,Groupe / France selon la source,Nomios,France lorsqu’explicitement indiqué,VOC,Vulnérabilités / exposition,opéré en propre,Offre publiée,récurrente ou mobilisable selon service,supervision continue déclarée,non établi sauf mention,non établie,non établi,non établi,non établie sauf mention,,non établie,non établi sauf mention,Entreprises — taille non établie,Multi-secteurs ; secteur public lorsque précisé,France / Europe selon la source,non établi,SRC-PUB-NOMIOS-005,"Enfin, les Services Managés de Nomios assurent la supervision continue, la gestion et l’amélioration de la sécurité via ses Security Operations Centre (SOC), Network Operations Centre (NOC) et Vulnerability Operation Centre (VOC)",2026-07-22,Élevée sur l’offre déclarée ; performance non auditée,À valider
SRV-PUB-NOMIOS-005,ENT-PUB-DEMANDE-NOMIOS-001,DEMANDE_MSP,Groupe / France selon la source,Nomios,France lorsqu’explicitement indiqué,Services managés d’exploitation,Support / infogérance,opéré en propre,Offre publiée,récurrente ou mobilisable selon service,non établie,non établi sauf mention,non établie,non établi,non établi,non établie sauf mention,,non établie,non établi sauf mention,Entreprises — taille non établie,Multi-secteurs ; secteur public lorsque précisé,France / Europe selon la source,"Gestion des changements, application des rustines, mise à jour des règles",SRC-PUB-NOMIOS-011,"Les services managés ou services d’exploitation (gestion des changements, application des rustines, mise à jour des règles) progressent de 43 %",2026-07-22,Moyenne — source secondaire ; périmètre exact à confirmer,À valider
SRV-PUB-NOMIOS-006,ENT-PUB-DEMANDE-NOMIOS-001,DEMANDE_MSP,Groupe / France selon la source,Nomios,France lorsqu’explicitement indiqué,GRC,Gouvernance / conformité,opéré en propre,Offre publiée,récurrente ou mobilisable selon service,non applicable,non établi sauf mention,non établie,non établi,non établi,non établie sauf mention,,non établie,non établi sauf mention,Entreprises — taille non établie,Multi-secteurs ; secteur public lorsque précisé,France / Europe selon la source,non établi,SRC-PUB-NOMIOS-005,"À travers son activité de GRC (Gouvernance, Risque et Conformité), le groupe propose un accompagnement stratégique et sur-mesure pour anticiper et maîtriser les risques cyber.",2026-07-22,Élevée sur l’offre déclarée ; performance non auditée,À valider
SRV-PUB-NOMIOS-007,ENT-PUB-DEMANDE-NOMIOS-001,DEMANDE_MSP,Groupe / France selon la source,Nomios,France lorsqu’explicitement indiqué,Professional Services,Support / infogérance,opéré en propre,Offre publiée,récurrente ou mobilisable selon service,non établie,non établi sauf mention,non établie,non établi,non établi,non établie sauf mention,,non établie,non établi sauf mention,Entreprises — taille non établie,Multi-secteurs ; secteur public lorsque précisé,France / Europe selon la source,multi-éditeurs,SRC-PUB-NOMIOS-005,"Ses Professional Services couvrent l’intégration, le déploiement et l’optimisation de solutions de sécurité et de réseaux, garantissant des infrastructures robustes et performantes.",2026-07-22,Élevée sur l’offre déclarée ; performance non auditée,À valider
SRV-PUB-NOMIOS-008,ENT-PUB-DEMANDE-NOMIOS-001,DEMANDE_MSP,Groupe / France selon la source,Nomios,France lorsqu’explicitement indiqué,IAM et PAM — Intragen by Nomios,IAM / accès,co-délivré,Offre publiée,récurrente ou mobilisable selon service,non établie,non établi sauf mention,non établie,non établi,non établi,non établie sauf mention,,non établie,non établi sauf mention,Entreprises — taille non établie,Multi-secteurs ; secteur public lorsque précisé,France / Europe selon la source,CyberArk; SailPoint; One Identity; Okta,SRC-PUB-NOMIOS-005,"L'intégration d'Intragen renforce encore l'offre de Nomios grâce à son expertise de pointe dans le domaine de l'identité numérique et de la gestion des accès à privilèges (PAM). Intragen est partenaire de CyberArk, SailPoint, One Identity et Okta.",2026-07-22,Élevée sur l’acquisition et les partenariats ; répartition opérationnelle à confirmer,À valider
SRV-PUB-NOMIOS-009,ENT-PUB-DEMANDE-NOMIOS-001,DEMANDE_MSP,Groupe / France selon la source,Nomios,France lorsqu’explicitement indiqué,Rapid Cloud Assessment,Cloud / collaboration,co-délivré,Offre publiée,récurrente ou mobilisable selon service,quelques jours annoncés,non établi sauf mention,non établie,non établi,non établi,non établie sauf mention,,non établie,non établi sauf mention,Entreprises — taille non établie,Multi-secteurs ; secteur public lorsque précisé,France / Europe selon la source,Fortinet,SRC-PUB-NOMIOS-006,"En partenariat avec Fortinet, nous proposons le Rapid Cloud Assessment, une évaluation rapide et complète de votre posture de sécurité dans le cloud, qui vous permet d’obtenir une vision claire et priorisée de vos risques en seulement quelques jours.",2026-07-22,Élevée sur l’offre conjointe ; responsabilités détaillées non établies,À valider
SRV-PUB-NOMIOS-010,ENT-PUB-DEMANDE-NOMIOS-001,DEMANDE_MSP,Groupe / France selon la source,Nomios,France lorsqu’explicitement indiqué,Fortinet Engage Tech Support Partner,Support / infogérance,co-délivré,Offre publiée,récurrente ou mobilisable selon service,non établie,non établi sauf mention,non établie,non établi,non établi,non établie sauf mention,,non établie,non établi sauf mention,Entreprises — taille non établie,Multi-secteurs ; secteur public lorsque précisé,France / Europe selon la source,Fortinet,SRC-PUB-NOMIOS-007,"Nomios est l'un des trois seuls partenaires à avoir obtenu ce statut au Royaume-Uni, et l'un des cinq partenaires seulement en France",2026-07-22,Élevée sur le statut déclaré ; niveau de service client à confirmer,À valider
SRV-PUB-ORANGECD-001,ENT-PUB-ORANGECD-001,DEMANDE_MSP,Orange Cyberdefense France / groupe selon source,Orange Cyberdefense,France et réseau international selon offre,CyberSOC,SOC / MDR,opéré en propre,Offre publiée,récurrente,24/7 déclarée,"analystes, experts, consultants et responsables opérationnels selon service",analystes vers experts sur incidents critiques — déclaration,non établi,non établi,Systèmes de détection évolutifs,,non établie,non établi,ETI,Multi-secteurs,France / international,multi-éditeurs,SRC-PUB-ORANGECD-002,Les différents CyberSOC d’Orange Cyberdefense rassemblent aujourd’hui toute l’expertise d’Orange en matière d’anticipation et de traitement des menaces en cybersécurité.,2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ORANGECD-002,ENT-PUB-ORANGECD-001,DEMANDE_MSP,Orange Cyberdefense France / groupe selon source,Orange Cyberdefense,France et réseau international selon offre,Managed Detection & Response,SOC / MDR,opéré en propre,Offre publiée,récurrente,continue déclarée,"analystes, experts, consultants et responsables opérationnels selon service",analystes vers experts sur incidents critiques — déclaration,non établi,non établi,réponse proactive,,non établie,non établi,Entreprises — taille non établie,Multi-secteurs,France / international,logs; réseau; terminaux,SRC-PUB-ORANGECD-011,"Services modulaires de détection des menaces (MDR) surveillant les logs, les réseaux et les terminaux.",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ORANGECD-003,ENT-PUB-ORANGECD-001,DEMANDE_MSP,Orange Cyberdefense France / groupe selon source,Orange Cyberdefense,France et réseau international selon offre,Xtended-SOC,SOC / MDR,opéré en propre,Offre publiée,récurrente,24/7 déclarée,"analystes, experts, consultants et responsables opérationnels selon service",analystes vers experts sur incidents critiques — déclaration,non établi,non établi,détection automatisée,,non établie,non établi,Entreprises — taille non établie,Multi-secteurs,France / international,XDR; cloud,SRC-PUB-ORANGECD-012,"Xtended-SOC est une solution managée par nos experts, pour protéger l’ensemble de votre organisation, de manière décloisonnée avec une approche étendue de détection et de réponse aux menaces cyber (XDR).",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ORANGECD-004,ENT-PUB-ORANGECD-001,DEMANDE_MSP,Orange Cyberdefense France / groupe selon source,Orange Cyberdefense,France et réseau international selon offre,Dynamic SOC,SOC / MDR,opéré en propre,Offre publiée,récurrente,24/7 déclarée,"analystes, experts, consultants et responsables opérationnels selon service",analystes vers experts sur incidents critiques — déclaration,non établi,non établi,150 règles automatisées multi-opérateurs ; plus de 100 contrôles annuels déclarés,,non établie,non établi,PME; ETI,Multi-secteurs,France / international,multi-éditeurs,SRC-PUB-ORANGECD-003,"Le nom Dynamic SOC reflète mieux la réalité de l’offre : une défense 24/7 renforcée, proactive et collective !",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ORANGECD-005,ENT-PUB-ORANGECD-001,DEMANDE_MSP,Orange Cyberdefense France / groupe selon source,Orange Cyberdefense,France et réseau international selon offre,Micro-SOC Poste de travail,SOC / MDR,opéré en propre,Offre publiée,récurrente,24/7 selon gamme,"analystes, experts, consultants et responsables opérationnels selon service",analystes vers experts sur incidents critiques — déclaration,non établi,non établi,non établie,,non établie,non établi,PME; ETI,Multi-secteurs,France / international,non établi,SRC-PUB-ORANGECD-003,"Notre gamme intègre quatre modules : Micro-SOC Poste de travail, Micro-SOC Mobile, Micro-SOC Email & Cloud et Micro-SOC Shield.",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ORANGECD-006,ENT-PUB-ORANGECD-001,DEMANDE_MSP,Orange Cyberdefense France / groupe selon source,Orange Cyberdefense,France et réseau international selon offre,Micro-SOC Email & Cloud,SOC / MDR,opéré en propre,Offre publiée,récurrente,24/7 selon gamme,"analystes, experts, consultants et responsables opérationnels selon service",analystes vers experts sur incidents critiques — déclaration,non établi,non établi,non établie,,non établie,non établi,PME; ETI,Multi-secteurs,France / international,Microsoft 365; Google,SRC-PUB-ORANGECD-003,"Notre gamme intègre quatre modules : Micro-SOC Poste de travail, Micro-SOC Mobile, Micro-SOC Email & Cloud et Micro-SOC Shield.",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ORANGECD-007,ENT-PUB-ORANGECD-001,DEMANDE_MSP,Orange Cyberdefense France / groupe selon source,Orange Cyberdefense,France et réseau international selon offre,Micro-SOC Mobile,SOC / MDR,opéré en propre,Offre publiée,récurrente,24/7 selon gamme,"analystes, experts, consultants et responsables opérationnels selon service",analystes vers experts sur incidents critiques — déclaration,non établi,non établi,non établie,,non établie,non établi,PME; ETI,Multi-secteurs,France / international,non établi,SRC-PUB-ORANGECD-003,"Notre gamme intègre quatre modules : Micro-SOC Poste de travail, Micro-SOC Mobile, Micro-SOC Email & Cloud et Micro-SOC Shield.",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ORANGECD-008,ENT-PUB-ORANGECD-001,DEMANDE_MSP,Orange Cyberdefense France / groupe selon source,Orange Cyberdefense,France et réseau international selon offre,Micro-SOC Shield,SOC / MDR,opéré en propre,Offre publiée,récurrente,24/7 selon gamme,"analystes, experts, consultants et responsables opérationnels selon service",analystes vers experts sur incidents critiques — déclaration,non établi,non établi,non établie,,non établie,non établi,PME; ETI,Multi-secteurs,France / international,non établi,SRC-PUB-ORANGECD-003,"Notre gamme intègre quatre modules : Micro-SOC Poste de travail, Micro-SOC Mobile, Micro-SOC Email & Cloud et Micro-SOC Shield.",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ORANGECD-009,ENT-PUB-ORANGECD-001,DEMANDE_MSP,Orange Cyberdefense France / groupe selon source,Orange Cyberdefense,France et réseau international selon offre,Accompagnement SOAR,SOC / MDR,piloté pour le client,Offre publiée,récurrente,non établie,"analystes, experts, consultants et responsables opérationnels selon service",analystes vers experts sur incidents critiques — déclaration,non établi,non établi,automatisation des tâches analystes,,non établie,non établi,Entreprises — taille non établie,Multi-secteurs,France / international,SOAR,SRC-PUB-ORANGECD-012,"Orange Cyberdefense, vous accompagne dans le déploiement d’une solution de « Security Orchestration Automation and Response » (SOAR).",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ITRACING-001,ENT-PUB-ITRACING-001,DEMANDE_MSP,Groupe I-TRACING / France selon source,I-TRACING ou entité explicitement nommée,France et filiales internationales,CyberSOC / MDR Follow-the-Sun,SOC / MDR,opéré en propre,Offre publiée,récurrente,24/7,N2/N3 lorsque documenté,Référent SOC premier niveau d’escalade ; autres niveaux non établis,non établi,non établi,non établie,,non établie,non établi,Entreprises — taille non établie,Multi-secteurs,France / international,multi-éditeurs,SRC-PUB-ITRACING-001,"Grâce à notre organisation 24/7 Follow The Sun, nous surveillons et sécurisons les activités de nos clients internationaux, 24 heures sur 24 et partout dans le monde.",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ITRACING-002,ENT-PUB-ITRACING-001,DEMANDE_MSP,Groupe I-TRACING / France selon source,I-TRACING ou entité explicitement nommée,France et filiales internationales,CERT / CSIRT,Réponse à incident,opéré en propre,Offre publiée,récurrente,24/7,N2/N3 lorsque documenté,Référent SOC premier niveau d’escalade ; autres niveaux non établis,non établi,non établi,non établie,,non établie,non établi,Entreprises — taille non établie,Multi-secteurs,France / international,non établi,SRC-PUB-ITRACING-001,"Nos services couvrent l’ensemble du spectre de la cybersécurité, allant du conseil à l’intégration, aux services managés, SOC et CERT Follow The Sun 24/7.",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ITRACING-003,ENT-PUB-ITRACING-001,DEMANDE_MSP,Groupe I-TRACING / France selon source,I-TRACING ou entité explicitement nommée,France et filiales internationales,VOC,Vulnérabilités / exposition,co-délivré,Offre publiée,récurrente,24/7 selon ensemble groupé,N2/N3 lorsque documenté,Référent SOC premier niveau d’escalade ; autres niveaux non établis,non établi,non établi,non établie,,non établie,non établi,Entreprises — taille non établie,Multi-secteurs,France / international,non établi,SRC-PUB-ITRACING-004,"services managés de sécurité 24/7 (incluant SOC, VOC, MDR, réponse aux incidents et CERT)",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ITRACING-004,ENT-PUB-ITRACING-001,DEMANDE_MSP,Groupe I-TRACING / France selon source,I-TRACING ou entité explicitement nommée,France et filiales internationales,MDR Google Security Operations,SOC / MDR,co-délivré,Offre publiée,récurrente,24/7,N2/N3 lorsque documenté,Référent SOC premier niveau d’escalade ; autres niveaux non établis,non établi,non établi,automatisation ; Google Gemini,,non établie,non établi,Entreprises — taille non établie,Multi-secteurs,France / international,Google Security Operations; Google Threat Intelligence; Google Gemini,SRC-PUB-ITRACING-003,"offres managées et co-managées intégrant Google Security Operations et l’expertise de nos analystes SOC de niveau 2 et 3, avec une efficacité renforcée par l’automatisation.",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ITRACING-005,ENT-PUB-ITRACING-001,DEMANDE_MSP,Groupe I-TRACING / France selon source,I-TRACING ou entité explicitement nommée,France et filiales internationales,IAM / PAM / CIAM,IAM / accès,piloté pour le client,Offre publiée,récurrente,non établie,N2/N3 lorsque documenté,Référent SOC premier niveau d’escalade ; autres niveaux non établis,non établi,non établi,non établie,,non établie,non établi,Entreprises — taille non établie,Multi-secteurs,France / international,multi-éditeurs,SRC-PUB-ITRACING-001,Nos services couvrent l’ensemble du spectre de la cybersécurité,2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ITRACING-006,ENT-PUB-ITRACING-001,DEMANDE_MSP,Groupe I-TRACING / France selon source,I-TRACING ou entité explicitement nommée,France et filiales internationales,Automatisation et sécurité du Cloud by APALIA,Cloud / collaboration,co-délivré,Offre publiée,récurrente,non établie,N2/N3 lorsque documenté,Référent SOC premier niveau d’escalade ; autres niveaux non établis,non établi,non établi,Infrastructure as Code et automatisation déclarées,,non établie,non établi,Entreprises — taille non établie,Multi-secteurs,France / international,APALIA,SRC-PUB-ITRACING-001,"Nous vous apportons toute notre expertise d'ingénierie et notre expérience des services Managés du Cloud, des Containers et de la Sécurité.",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ITRACING-007,ENT-PUB-ITRACING-001,DEMANDE_MSP,Groupe I-TRACING / France selon source,I-TRACING ou entité explicitement nommée,France et filiales internationales,MDR et gestion des endpoints avec Tanium,SOC / MDR,co-délivré,Offre publiée,récurrente,24/7,N2/N3 lorsque documenté,Référent SOC premier niveau d’escalade ; autres niveaux non établis,non établi,non établi,non établie,,non établie,non établi,Entreprises — taille non établie,Multi-secteurs,France / international,Tanium,SRC-PUB-ITRACING-007,L’intégration de la plateforme de Tanium dans nos services MDR améliore notre capacité à renforcer votre posture de sécurité et à maintenir la protection de votre SI contre les menaces cyber en constante évolution.,2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ITRACING-008,ENT-PUB-ITRACING-001,DEMANDE_MSP,Groupe I-TRACING / France selon source,I-TRACING ou entité explicitement nommée,France et filiales internationales,RSSI Part-time et feuille de route,Gouvernance / conformité,opéré en propre,Offre publiée,récurrente,récurrence non chiffrée,N2/N3 lorsque documenté,Référent SOC premier niveau d’escalade ; autres niveaux non établis,non établi,non établi,non applicable,,non établie,non établi,ETI; Grands comptes,Multi-secteurs,France / international,multi-éditeurs,SRC-PUB-ITRACING-006,"RSSI Part-time d’I-TRACING pour MOTUL, une vision globale de la sécurité du groupe, tout en éprouvant le fonctionnement opérationnel et quotidien des solutions de cybersécurité et changements mis en œuvre.",2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
SRV-PUB-ITRACING-009,ENT-PUB-ITRACING-001,DEMANDE_MSP,Groupe I-TRACING / France selon source,I-TRACING ou entité explicitement nommée,France et filiales internationales,"CLM, intégration et MCO/MCS",Certificats / PKI,piloté pour le client,Offre publiée,récurrente,continue selon MCO/MCS,N2/N3 lorsque documenté,Référent SOC premier niveau d’escalade ; autres niveaux non établis,non établi,non établi,Automatismes CLM,,non établie,non établi,Entreprises — taille non établie,Multi-secteurs,France / international,INGroupe; Keyfactor; EverTrust; CyberArk,SRC-PUB-ITRACING-008,1. L’audit et l’inventaire initial de votre parc. 2. L’intégration sur-mesure dans vos workflows techniques et chaînes DevOps. 3. La configuration des automatismes pour une continuité sans intervention. 4. Le MCO/MCS pour assurer la pérennité de votre infrastructure de confiance.,2026-07-22,Élevée sur l’offre déclarée ; performance et économie non auditées,À valider
