id_signal,categorie,date_evenement,organisation_concernee,resume_neutre,id_source_exacte,reference_exacte,passage_justificatif,nature_information,niveau_confiance,niveau_confidentialite,droits_reutilisation,statut_validation,statut_doublon,statut_contradiction,date_extraction,extracteur,notes,perspective_corpus,theme,sous_theme,niveau_valeur,type_signal_demande,domaine_service,capacite_operationnelle,modele_economique,segment_client,horizon,auteur_idee,statut_public_ou_entretien
SIG-PUB-CAMPUSCYBER-009,Changement organisationnel,46035,Campus Cyber SAS,Le Campus Cyber annonce une organisation interne autour d’une direction générale et de cinq pôles de création de valeur.,SRC-PUB-CAMPUSCYBER-001,https://campuscyber.fr/wp-content/uploads/2026/01/Communique-Campus-Cyber-RDMP-2026-2028.pdf | Archive 2026-01-13_CampusCyber_strategie-2026-2028.pdf,"Pour tenir le cap de son ambition, le Campus Cyber s’est donné depuis le 1er janvier une organisation interne rénovée, autour d’une direction générale et de cinq pôles de création de valeur : expérience et vie du Campus, communication et rayonnement, innovation et international, souveraineté capacitaire et cyberrésilience et développement commercial.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Stratégie | Sous-thème=Organisation interne | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Organisation; exécution stratégique | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-010,Positionnement,46035,Campus Cyber SAS,"Le communiqué stratégique indique que plus de 250 acteurs appartiennent au Campus Cyber et mentionne des réseaux territoriaux, européens et internationaux.",SRC-PUB-CAMPUSCYBER-001,https://campuscyber.fr/wp-content/uploads/2026/01/Communique-Campus-Cyber-RDMP-2026-2028.pdf | Archive 2026-01-13_CampusCyber_strategie-2026-2028.pdf,"À ce jour, plus de 250 acteurs, issus d’une pluralité de secteurs d’activité, font partie du Campus Cyber : entreprises (grands groupes, ETI-PME, start-up), des services de l’État, des organismes de formation, des acteurs de la recherche et des associations. L'écosystème cyber est le levier pour accélérer la création d’une société numérique de confiance. En région, le Campus Cyber peut s'appuyer sur un maillage territorial fort avec un réseau de Campus Territoriaux. Au niveau international et européen, le Campus Cyber développe un réseau de hubs européens et d'ambassadeurs internationaux de la cybersécurité.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Écosystème | Sous-thème=Taille et portée de l’écosystème | Type de source=Publique primaire | Géographie=France / Europe / International | Utilité potentielle=Écosystème; rayonnement | Décision qualité=À conserver — information de contexte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-011,Changement organisationnel,46010,Campus Cyber SAS,Le Conseil d’administration du Campus Cyber a adopté une nouvelle composition issue d’élections par collèges pour un mandat de trois ans.,SRC-PUB-CAMPUSCYBER-002,https://campuscyber.fr/nouvelle-gouvernance-du-campus-cyber-2026-2028/ | Archive 2025-12-19_CampusCyber_nouvelle-gouvernance.html,"Le Conseil d’Administration du Campus Cyber s’est réuni le mardi 16 décembre 2025, avec une nouvelle composition issue des élections de collèges de mi-novembre. Représentative de l’ensemble de la filière cybersécurité, cette gouvernance réunit des acteurs institutionnels, économiques, académiques et territoriaux. Elle accompagne les orientations stratégiques du Campus Cyber et contribue à son développement au service de l’écosystème.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Écosystème | Sous-thème=Gouvernance 2026-2028 | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Gouvernance; organisation | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-012,Changement organisationnel,46010,Campus Cyber SAS,"Le Campus Cyber décrit sa gouvernance comme réunissant des acteurs institutionnels, économiques, académiques et territoriaux.",SRC-PUB-CAMPUSCYBER-002,https://campuscyber.fr/nouvelle-gouvernance-du-campus-cyber-2026-2028/ | Archive 2025-12-19_CampusCyber_nouvelle-gouvernance.html,"Le Conseil d’Administration du Campus Cyber s’est réuni le mardi 16 décembre 2025, avec une nouvelle composition issue des élections de collèges de mi-novembre. Représentative de l’ensemble de la filière cybersécurité, cette gouvernance réunit des acteurs institutionnels, économiques, académiques et territoriaux. Elle accompagne les orientations stratégiques du Campus Cyber et contribue à son développement au service de l’écosystème.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Écosystème | Sous-thème=Représentativité de la gouvernance | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Gouvernance; écosystème | Décision qualité=À conserver — information de contexte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-013,Partenariat,46010,Campus Cyber SAS,La gouvernance 2026-2028 fait figurer l’ANSSI et la DGE dans le collège institutionnel.,SRC-PUB-CAMPUSCYBER-002,https://campuscyber.fr/nouvelle-gouvernance-du-campus-cyber-2026-2028/ | Archive 2025-12-19_CampusCyber_nouvelle-gouvernance.html,Institutionnel ANSSI (Renaud Labelle) x DGE (Aurélien Palix),Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Politique publique | Sous-thème=Représentation de l’État | Type de source=Publique primaire | Géographie=France | Utilité potentielle=État; gouvernance; politique publique | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-014,Changement de direction,45929,Campus Cyber SAS,Le Campus Cyber annonce la nomination prochaine de Farida Poulain comme directrice générale.,SRC-PUB-CAMPUSCYBER-003,https://campuscyber.fr/nomination-farida-poulain-directrice-generale/ | Archive 2025-09-29_CampusCyber_nomination-farida-poulain.html,Le Campus Cyber a le plaisir d’annoncer l’arrivée prochaine de Farida Poulain en tant que Directrice générale. Cette nomination marque une nouvelle étape majeure dans le développement du Campus comme lieu fédérateur de l’écosystème français et européen de la cybersécurité et du numérique de confiance.,Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Stratégie | Sous-thème=Direction générale | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Organisation; gouvernance | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-015,Changement organisationnel,45929,Campus Cyber SAS,Le plan présenté par Farida Poulain met l’accent sur la performance financière et opérationnelle et sur le projet Cœur Campus pour renforcer les synergies internes.,SRC-PUB-CAMPUSCYBER-003,https://campuscyber.fr/nomination-farida-poulain-directrice-generale/ | Archive 2025-09-29_CampusCyber_nomination-farida-poulain.html,"Sélectionnée à l’issue d’un processus compétitif marqué de nombreuses candidatures de qualité, elle a présenté une vision claire et ambitieuse du rôle de Directrice générale, en parfaite cohérence avec le cadre stratégique 2026-2028 du Campus. Le plan d’actions qu’elle a proposé met en avant à la fois la performance financière et opérationnelle de la SAS Campus Cyber et le projet Cœur Campus, qui vise à renforcer les synergies entre acteurs au sein du lieu totem qu’est le Campus.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Stratégie | Sous-thème=Performance et Cœur Campus | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Stratégie; organisation; performance | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-016,Prise de parole dirigeant,45929,Campus Cyber SAS,Farida Poulain déclare vouloir transformer les connexions entre membres en projets concrets et en valeur tangible pour chaque catégorie d’acteur.,SRC-PUB-CAMPUSCYBER-003,https://campuscyber.fr/nomination-farida-poulain-directrice-generale/ | Archive 2025-09-29_CampusCyber_nomination-farida-poulain.html,"Je suis honorée de la confiance que m’accorde le Président Joffrey Célestin-Urbain. Ma priorité est claire : faire du Campus Cyber un lieu où les connexions deviennent des projets concrets, et où chaque acteur, qu’il soit start-up, grand groupe, chercheur ou institution, trouve une valeur tangible à y être.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Farida Poulain | Thème=Stratégie | Sous-thème=Valeur pour les membres | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Stratégie; services aux membres | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-017,Changement de direction,45740,Campus Cyber SAS,Le conseil d’administration a élu Joffrey Célestin-Urbain président du conseil et de la société Campus Cyber.,SRC-PUB-CAMPUSCYBER-004,https://campuscyber.fr/nomination-du-futur-president-du-campus-cyber/ | Archive 2025-03-24_CampusCyber_nomination-president.html,"Paris, le lundi 24 mars 2025 – Le Conseil d’Administration du Campus Cyber réunit en session extraordinaire a élu M. Joffrey Célestin-Urbain en qualité de président du Conseil d’administration et de la société Campus Cyber.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Stratégie | Sous-thème=Présidence | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Gouvernance; direction | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-018,Prise de parole dirigeant,45740,Campus Cyber SAS,Joffrey Célestin-Urbain déclare vouloir faire du Campus Cyber davantage qu’un lieu totem et en faire un créateur de valeur.,SRC-PUB-CAMPUSCYBER-004,https://campuscyber.fr/nomination-du-futur-president-du-campus-cyber/ | Archive 2025-03-24_CampusCyber_nomination-president.html,"Notre mission est claire : Faire du campus plus qu’un lieu totem, un créateur de valeurs augmentées",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Joffrey Célestin-Urbain | Thème=Stratégie | Sous-thème=Évolution du rôle | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Positionnement; stratégie | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-019,Changement organisationnel,46114,Campus Cyber SAS,Le réseau des Campus Cyber territoriaux a annoncé une feuille de route stratégique commune.,SRC-PUB-CAMPUSCYBER-005,https://campuscyber.fr/le-reseau-des-campus-cyber-devoile-sa-feuille-de-route-strategique-commune/ | Archive 2026-04-02_CampusCyber_feuille-route-territoriale.html,"À l’occasion du Forum INCYBER 2026, le réseau des Campus Cyber Territoriaux franchit une étape clé avec l’annonce d’une feuille de route stratégique commune.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Écosystème | Sous-thème=Coordination territoriale | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Écosystème; territoires; stratégie | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-020,Positionnement,46114,Campus Cyber SAS,"La feuille de route territoriale vise davantage de lisibilité, d’efficacité et d’impact pour les entreprises, collectivités et institutions.",SRC-PUB-CAMPUSCYBER-005,https://campuscyber.fr/le-reseau-des-campus-cyber-devoile-sa-feuille-de-route-strategique-commune/ | Archive 2026-04-02_CampusCyber_feuille-route-territoriale.html,"Portée par une logique de coopération renforcée, cette feuille de route vise à apporter plus de lisibilité, d’efficacité et d’impact, au plus près des besoins des entreprises, des collectivités et des institutions.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Écosystème | Sous-thème=Objectifs de la feuille de route | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Écosystème; accompagnement | Décision qualité=À conserver — information de contexte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-021,Implantation / expansion,45987,Campus Cyber SAS,Le Grand Est et l’Occitanie ont été officiellement labellisés comme Campus cyber territoriaux en octobre et novembre 2025.,SRC-PUB-CAMPUSCYBER-006,https://campuscyber.fr/le-grand-est-et-loccitanie-rejoignent-le-reseau-des-campus-cyber-territoriaux/ | Archive 2025-11-26_CampusCyber_grand-est-occitanie.html,"Le réseau des Campus cyber territoriaux s’étend avec l’intégration de deux nouvelles régions : le Grand Est et l’Occitanie. Les dates du 22 octobre et du 26 novembre 2025 marquent l’officialisation de leur labellisation en tant que Campus cyber territoriaux. Ces deux intégrations renforcent la dynamique nationale engagée pour répondre plus efficacement aux attentes des PME et ETI, des acteurs de la recherche et des collectivités locales, et offrir un accès simplifié à des solutions robustes, souveraines et adaptées, quels que soient leur activité et leur territoire.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Écosystème | Sous-thème=Extension territoriale | Type de source=Publique primaire | Géographie=France — Grand Est / Occitanie | Utilité potentielle=Territoires; expansion | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-022,Évolution d’offre,45987,Campus Cyber SAS,"L’extension territoriale est présentée comme un moyen de simplifier l’accès des PME, ETI, acteurs de la recherche et collectivités à des solutions souveraines adaptées.",SRC-PUB-CAMPUSCYBER-006,https://campuscyber.fr/le-grand-est-et-loccitanie-rejoignent-le-reseau-des-campus-cyber-territoriaux/ | Archive 2025-11-26_CampusCyber_grand-est-occitanie.html,"Le réseau des Campus cyber territoriaux s’étend avec l’intégration de deux nouvelles régions : le Grand Est et l’Occitanie. Les dates du 22 octobre et du 26 novembre 2025 marquent l’officialisation de leur labellisation en tant que Campus cyber territoriaux. Ces deux intégrations renforcent la dynamique nationale engagée pour répondre plus efficacement aux attentes des PME et ETI, des acteurs de la recherche et des collectivités locales, et offrir un accès simplifié à des solutions robustes, souveraines et adaptées, quels que soient leur activité et leur territoire.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Souveraineté | Sous-thème=Accès territorial aux solutions | Type de source=Publique primaire | Géographie=France — régions | Utilité potentielle=Souveraineté; PME; collectivités | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-023,Positionnement,45987,Campus Cyber SAS,"Le Hub Grand Est Cybersécurité est structuré autour de pôles à Reims, Metz, Nancy et Mulhouse et coordonne notamment le CSIRT régional et l’EDIH.",SRC-PUB-CAMPUSCYBER-006,https://campuscyber.fr/le-grand-est-et-loccitanie-rejoignent-le-reseau-des-campus-cyber-territoriaux/ | Archive 2025-11-26_CampusCyber_grand-est-occitanie.html,"La labellisation du Hub Grand Est Cybersécurité (Campus cyber Grand Est) valorise une organisation déjà bien établie, structurée autour d’un réseau de pôles d’excellence à Reims, Metz, Nancy et Mulhouse. Soutenu par le président du Conseil régional du Grand Est, Franck Leroy, le déploiement du Hub est piloté par la conseillère régionale Irène Weiss, déléguée à la cybersécurité, et Kévin Sanna, responsable du Campus cyber Grand Est. Plus d’informations : https://www.cybersecurite.grandest.fr/ . Le Hub porte la politique régionale en cyber et coordonne les dispositifs existants tels que le CSIRT régional et l’EDIH. Il développera également des expertises ciblées autour de la viniculture, de la santé et de la coopération transfrontalière, notamment avec l’Allemagne et la Belgique.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Écosystème | Sous-thème=Hub Grand Est | Type de source=Publique primaire | Géographie=France — Grand Est | Utilité potentielle=Écosystème territorial; services | Décision qualité=À conserver — information de contexte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-024,Positionnement,45987,Campus Cyber SAS,"Cyber’Occ est présenté comme un point d’entrée régional regroupant le CSIRT, l’EDIH et l’AMI Compétences et métiers d’avenir.",SRC-PUB-CAMPUSCYBER-006,https://campuscyber.fr/le-grand-est-et-loccitanie-rejoignent-le-reseau-des-campus-cyber-territoriaux/ | Archive 2025-11-26_CampusCyber_grand-est-occitanie.html,"La labellisation de Cyber’Occ (Campus cyber Occitanie), implanté dans la Data Valley à Toulouse, traduit une ambition forte autour de la résilience numérique et des enjeux industriels du territoire. La dynamique régionale, soutenue par la présidente du Conseil régional Carole Delga, est conduite par le conseiller régional Marc Sztulman et Olivier Auradou, respectivement président et directeur général de Cyber’Occ. Cyber’Occ constitue un point d’entrée unique de la cyber en région et regroupe les dispositifs régionaux tels que le CSIRT, l’EDIH et l’AMI Compétences et métiers d’avenir. Il développera des expertises ciblées notamment autour de l’aéronautique et de la cybersécurité industrielle.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Écosystème | Sous-thème=Campus cyber Occitanie | Type de source=Publique primaire | Géographie=France — Occitanie | Utilité potentielle=Écosystème territorial; services | Décision qualité=À conserver — information de contexte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-025,Partenariat,45987,Campus Cyber SAS,"Le réseau territorial affirme une logique de mutualisation, de complémentarité et d’absence de concurrence entre territoires.",SRC-PUB-CAMPUSCYBER-006,https://campuscyber.fr/le-grand-est-et-loccitanie-rejoignent-le-reseau-des-campus-cyber-territoriaux/ | Archive 2025-11-26_CampusCyber_grand-est-occitanie.html,"Elles s’inscrivent dans une volonté commune de mutualiser les expertises et les ressources pour renforcer l’impact collectif, la souveraineté capacitaire et la cyber-résilience française. Elles contribuent à consolider un réseau fondé sur l’union des forces régionales, la complémentarité des actions et l’absence de concurrence entre les territoires, afin d’offrir aux acteurs locaux un accompagnement cohérent et efficace en matière de cybersécurité.",Déclaration,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber | Thème=Écosystème | Sous-thème=Mutualisation territoriale | Type de source=Publique primaire | Géographie=France | Utilité potentielle=Écosystème; coopération | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-026,Lancement d’offre,45846,Campus Cyber SAS,"CYBIAH, coordonné par Campus Cyber et cofinancé par l’Union européenne et la Région Île-de-France, a lancé un AMI pour enrichir son offre de cybersécurité appliquée à l’IA.",SRC-PUB-CAMPUSCYBER-007,https://campuscyber.fr/cybiah-ami-ia/ | Archive 2025-07-08_CampusCyber_cybiah-ami-ia.html,"C’est pourquoi CYBIAH, le European Digital Innovation Hub coordonné par le Campus Cyber et cofinancé par l’Union européenne et la Région Île-de-France, lance un appel à manifestation d’intérêt (AMI) inédit, destiné à enrichir son offre de services en cybersécurité appliquée à l’IA.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber / CYBIAH | Thème=Innovation | Sous-thème=AMI cybersécurité de l’IA | Type de source=Publique primaire | Géographie=France — Île-de-France | Utilité potentielle=IA; services; politique publique | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-027,Évolution d’offre,45846,Campus Cyber SAS,"Le parcours CYBIAH vise 150 TPE, PME ou structures de l’ESS et 30 collectivités franciliennes d’ici 2026.",SRC-PUB-CAMPUSCYBER-007,https://campuscyber.fr/cybiah-ami-ia/ | Archive 2025-07-08_CampusCyber_cybiah-ami-ia.html,"Cet AMI s’adresse aux offreurs de solutions ou services de cybersécurité qui souhaitent intégrer le parcours d’accompagnement CYBIAH, destiné à 150 TPE, PME, structures de l’ESS et 30 collectivités franciliennes d’ici 2026. Après un diagnostic de maturité cyber et l’élaboration d’un plan d’action personnalisé, les bénéficiaires pourront accéder à une sélection de solutions qualifiées, robustes et adaptées à leurs besoins spécifiques.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber / CYBIAH | Thème=Services proposés aux membres | Sous-thème=Cibles CYBIAH | Type de source=Publique primaire | Géographie=France — Île-de-France | Utilité potentielle=PME; ESS; collectivités | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-028,Évolution d’offre,45846,Campus Cyber SAS,"Le parcours CYBIAH associe diagnostic de maturité, plan d’action personnalisé et accès à une sélection de solutions.",SRC-PUB-CAMPUSCYBER-007,https://campuscyber.fr/cybiah-ami-ia/ | Archive 2025-07-08_CampusCyber_cybiah-ami-ia.html,"Cet AMI s’adresse aux offreurs de solutions ou services de cybersécurité qui souhaitent intégrer le parcours d’accompagnement CYBIAH, destiné à 150 TPE, PME, structures de l’ESS et 30 collectivités franciliennes d’ici 2026. Après un diagnostic de maturité cyber et l’élaboration d’un plan d’action personnalisé, les bénéficiaires pourront accéder à une sélection de solutions qualifiées, robustes et adaptées à leurs besoins spécifiques.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber / CYBIAH | Thème=Services proposés aux membres | Sous-thème=Parcours d’accompagnement | Type de source=Publique primaire | Géographie=France — Île-de-France | Utilité potentielle=Services; maturité cyber | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-029,Évolution d’offre,45846,Campus Cyber SAS,"L’AMI couvre la gouvernance et la conformité de l’IA, les données, les applications, la détection-réponse, les LLM et agents, ainsi que des systèmes sectoriels.",SRC-PUB-CAMPUSCYBER-007,https://campuscyber.fr/cybiah-ami-ia/ | Archive 2025-07-08_CampusCyber_cybiah-ami-ia.html,"L’appel couvre un large spectre de cas d’usage, pour couvrir l’ensemble de la chaîne de sécurité IA : Gouvernance & conformité (AI Act, RGPD, NIS2, audits, etc.) Protection des données & flux IA (chiffrement, anonymisation, détection d’anomalies) Sécurité applicative et infrastructurelle (CI/CD, API, cloud IA, etc.) Détection et réponse aux incidents IA (SIEM, SOC, UEBA, SOAR adaptés à l’IA) Protection IA avancée (LLM, agents, RAG, Shadow AI…) Systèmes spécifiques (santé, finance, IoT, OT…)",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber / CYBIAH | Thème=Innovation | Sous-thème=Périmètre de sécurité IA | Type de source=Publique primaire | Géographie=France — Île-de-France | Utilité potentielle=IA; innovation; réglementation | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-030,Positionnement,45846,Campus Cyber SAS,"Les offreurs candidats à l’AMI IA doivent pouvoir adresser les petites structures, proposer une tarification accessible et justifier d’une expérience significative.",SRC-PUB-CAMPUSCYBER-007,https://campuscyber.fr/cybiah-ami-ia/ | Archive 2025-07-08_CampusCyber_cybiah-ami-ia.html,"Les candidats doivent démontrer leur capacité à adresser les marchés des petites structures, proposer une tarification accessible et justifier d’une expérience significative en cybersécurité.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber / CYBIAH | Thème=Marché | Sous-thème=Critères d’accès au catalogue | Type de source=Publique primaire | Géographie=France — Île-de-France | Utilité potentielle=Marché; PME; tarification | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-031,Évolution d’offre,45846,Campus Cyber SAS,"Les solutions retenues devaient être référencées jusqu’en juin 2026, suivies régulièrement et proposées à tarif préférentiel aux bénéficiaires.",SRC-PUB-CAMPUSCYBER-007,https://campuscyber.fr/cybiah-ami-ia/ | Archive 2025-07-08_CampusCyber_cybiah-ami-ia.html,Les solutions sélectionnées seront référencées jusqu’en juin 2026 et bénéficieront d’un suivi régulier pour garantir leur adéquation avec les besoins des bénéficiaires. Chaque prestataire s’engage à proposer un tarif préférentiel aux structures accompagnées.,Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber / CYBIAH | Thème=Marché | Sous-thème=Référencement et conditions commerciales | Type de source=Publique primaire | Géographie=France — Île-de-France | Utilité potentielle=Go-to-market; tarification; catalogue | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-032,Partenariat,45695,Campus Cyber SAS,La Métropole du Grand Paris et CYBIAH ont lancé un dispositif gratuit et clé en main pour les communes volontaires.,SRC-PUB-CAMPUSCYBER-008,https://campuscyber.fr/metropole-grand-paris-cybersecurite-cybiah/ | Archive 2025-02-07_CampusCyber_mgp-cybiah.html,"Officiellement lancé ce jour au Campus Cyber, le partenariat entre la Métropole du Grand Paris et CYBIAH vise à offrir un dispositif de cybersécurisation clé en main et entièrement gratuit pour les communes volontaires.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber / Métropole du Grand Paris | Thème=Politique publique | Sous-thème=Accompagnement des communes | Type de source=Publique primaire | Géographie=France — Métropole du Grand Paris | Utilité potentielle=Collectivités; partenariat public | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-033,Évolution d’offre,45695,Campus Cyber SAS,Le programme destiné aux communes comprend un diagnostic individualisé et un plan d’actions adapté aux vulnérabilités identifiées.,SRC-PUB-CAMPUSCYBER-008,https://campuscyber.fr/metropole-grand-paris-cybersecurite-cybiah/ | Archive 2025-02-07_CampusCyber_mgp-cybiah.html,Ce programme comprend : Un diagnostic individualisé réalisé par les experts CYBIAH pour évaluer le niveau de maturité en cybersécurité de chaque collectivité. Un plan d’actions sur mesure adapté aux vulnérabilités et aux besoins identifiés lors du diagnostic.,Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Campus Cyber / CYBIAH | Thème=Services proposés aux membres | Sous-thème=Diagnostic collectivités | Type de source=Publique primaire | Géographie=France — Métropole du Grand Paris | Utilité potentielle=Services; collectivités | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
SIG-PUB-CAMPUSCYBER-034,Financement,45695,Campus Cyber SAS,"La Métropole du Grand Paris prévoit de financer jusqu’à 50 % des coûts de sécurisation, dans la limite de 200 000 euros par projet.",SRC-PUB-CAMPUSCYBER-008,https://campuscyber.fr/metropole-grand-paris-cybersecurite-cybiah/ | Archive 2025-02-07_CampusCyber_mgp-cybiah.html,"Dans une seconde phase, les communes pourront également bénéficier d’un soutien financier pour la mise en œuvre de leurs plans de sécurisation. Le « Fonds Innover dans la Ville » de la Métropole du Grand Paris prendra en charge jusqu’à 50 % des coûts de sécurisation, dans la limite de 200 000 € par projet.",Factuel,Élevée,Public — mutualisable,Citation courte / analyse seulement,À valider,Pas de doublon détecté,Pas de contradiction détectée,46219.583333333336,Codex,Auteur=Métropole du Grand Paris | Thème=Politique publique | Sous-thème=Soutien financier aux communes | Type de source=Publique primaire | Géographie=France — Métropole du Grand Paris | Utilité potentielle=Financement; collectivités | Décision qualité=À conserver — valeur analytique forte,,,,,,,,,,,,
