id_relation,entite_source,type_relation,entite_cible,date_debut,date_fin,organisation_concernee,id_source_exacte,reference_exacte,passage_justificatif,nature_information,niveau_confiance,niveau_confidentialite,droits_reutilisation,statut_validation,statut_doublon,statut_contradiction,date_extraction,notes,id_entite_source,id_entite_cible,statut_relation,date_derniere_preuve,service_concerne,technologie_concernee,exclusivite_declaree,perspective_corpus
REL-PUB-TEKSORIA-008,Teksoria,Partenariat déclaré,Mistral AI,,,Teksoria,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, déploiement client ni importance stratégique déduit.",ENT-PUB-TEKSORIA-001,ENT-PUB-TEKSORIA-007,Déclaration publique active — usage opérationnel non établi,46220.5,Écosystème technologique,Mistral AI,Non,DEMANDE_MSP
REL-PUB-TEKSORIA-009,Teksoria,Partenariat déclaré,Anthropic,,,Teksoria,SRC-PUB-TEKSORIA-004,01_sources_brutes/02_publiques_primaires/2026-07-17_Teksoria_accueil.html,Microsoft Partner Dell Technologies Partner VM VMware Partner VE Veeam Partner CI Cisco Partner AM Amazon Web Services Partner OV OVHcloud Partner MI Microsoft Azure Partner Mistral AI Partner Anthropic Partner,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, déploiement client ni importance stratégique déduit.",ENT-PUB-TEKSORIA-001,ENT-PUB-TEKSORIA-008,Déclaration publique active — usage opérationnel non établi,46220.5,Écosystème technologique,Anthropic,Non,DEMANDE_MSP
REL-PUB-DIGILUX-001,Digilux,Référencement / qualification,France Num,,,Digilux,SRC-PUB-DIGILUX-004,01_sources_brutes/02_publiques_primaires/2026-07-09_FranceNum_Digilux.html,DIGILUX Activateur | Mis à jour le 09/07/2026,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, usage généralisé ou relation actuelle au-delà de la preuve n’est déduit.",ENT-PUB-DIGILUX-001,ENT-PUB-DIGILUX-002,Référencement public observé au 2026-07-17,46212.5,Conseil et pilotage,Sans objet,Non,DEMANDE_MSP
REL-PUB-DIGILUX-002,Digilux,Réseau / infrastructure,MonAideCyber,,,Digilux,SRC-PUB-DIGILUX-004,01_sources_brutes/02_publiques_primaires/2026-07-09_FranceNum_Digilux.html,Labels/Réseaux Réseaux : MonAideCyber NUMEUM Planet Tech'Care (Numeum),Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, usage généralisé ou relation actuelle au-delà de la preuve n’est déduit.",ENT-PUB-DIGILUX-001,ENT-PUB-DIGILUX-003,Réseau cité sur la fiche France Num — niveau d’activité non établi,46212.5,Conseil et pilotage,Sans objet,Non,DEMANDE_MSP
REL-PUB-DIGILUX-003,Digilux,Réseau / infrastructure,NUMEUM,,,Digilux,SRC-PUB-DIGILUX-004,01_sources_brutes/02_publiques_primaires/2026-07-09_FranceNum_Digilux.html,Labels/Réseaux Réseaux : MonAideCyber NUMEUM Planet Tech'Care (Numeum),Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, usage généralisé ou relation actuelle au-delà de la preuve n’est déduit.",ENT-PUB-DIGILUX-001,ENT-PUB-DIGILUX-004,Réseau cité sur la fiche France Num — niveau d’activité non établi,46212.5,Conseil et pilotage,Sans objet,Non,DEMANDE_MSP
REL-PUB-DIGILUX-004,Digilux,Réseau / infrastructure,Planet Tech'Care,,,Digilux,SRC-PUB-DIGILUX-004,01_sources_brutes/02_publiques_primaires/2026-07-09_FranceNum_Digilux.html,Labels/Réseaux Réseaux : MonAideCyber NUMEUM Planet Tech'Care (Numeum),Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, usage généralisé ou relation actuelle au-delà de la preuve n’est déduit.",ENT-PUB-DIGILUX-001,ENT-PUB-DIGILUX-005,Réseau cité sur la fiche France Num — niveau d’activité non établi,46212.5,Conseil et pilotage,Sans objet,Non,DEMANDE_MSP
REL-PUB-DIGILUX-005,Digilux,Relation client documentée,DPLIANCE,,,Digilux,SRC-PUB-DIGILUX-007,01_sources_brutes/02_publiques_primaires/2026-07-17_Digilux_stratenergie.html,"La notation des candidats selon des critères techniques, coûts et délais a permis de retenir la société DPLIANCE, représentée par Hichem AMMAR-BOUDJELAL. Afin d’assoir de bonnes relations et de partir sur de bonnes bases, j’ai proposé un contrat spécifique contenant des engagements réciproques pour chacune des parties.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, usage généralisé ou relation actuelle au-delà de la preuve n’est déduit.",ENT-PUB-DIGILUX-001,ENT-PUB-DIGILUX-006,Sélection historique documentée — relation actuelle non établie,45992.5,AMO pour STRATENERGIE,Sans objet,Non,DEMANDE_MSP
REL-PUB-DIGILUX-006,Digilux,Relation client documentée,STRATENERGIE,,,Digilux,SRC-PUB-DIGILUX-007,01_sources_brutes/02_publiques_primaires/2026-07-17_Digilux_stratenergie.html,"Pendant toute la période de mise en œuvre, j’ai pu accompagner STRATENERGIE dans le pilotage du prestataire, le suivi du budget et du planning, la relation contractuelle, les compromis et recherches de solutions acceptables par les deux parties.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, usage généralisé ou relation actuelle au-delà de la preuve n’est déduit.",ENT-PUB-DIGILUX-001,ENT-PUB-DIGILUX-007,Mission historique documentée — relation actuelle non établie,45992.5,Pilotage de projet logiciel,Sans objet,Non,DEMANDE_MSP
REL-PUB-DIGILUX-007,Digilux,Relation client documentée,Diocèse de Poitiers,,,Digilux,SRC-PUB-DIGILUX-003,01_sources_brutes/02_publiques_primaires/2026-07-17_Digilux_etudes-de-cas.html,Diocèse de Poitiers Problème : Les services du prestataire d’infogérance ne correspondent plus aux attentes Solution : Assistance à Maîtrise d’Ouvrage et DSI à temps partagé Résultat : Mise en concurrence du prestataire d’infogérance et mise en place d’un service informatique structuré,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, usage généralisé ou relation actuelle au-delà de la preuve n’est déduit.",ENT-PUB-DIGILUX-001,ENT-PUB-DIGILUX-008,Cas client documenté — relation actuelle non établie,45923.5,DSI à temps partagé / AMO,Sans objet,Non,DEMANDE_MSP
REL-PUB-DIGILUX-008,Digilux,Référencement / qualification,LUCIE,,,Digilux,SRC-PUB-DIGILUX-006,01_sources_brutes/02_publiques_primaires/2026-07-17_Digilux_consultant-numerique-responsable.html,Je suis référencé par LUCIE pour aider les structures à obtenir le label NR niveau 1 et 2. Je vous guide à travers toutes les étapes pour obtenir cette certification valorisant ainsi votre démarche de numérique responsable.,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction détectée,46220.5,"Aucun volume, exclusivité, usage généralisé ou relation actuelle au-delà de la preuve n’est déduit.",ENT-PUB-DIGILUX-001,ENT-PUB-DIGILUX-009,Référencement déclaré — statut actuel à confirmer,45793.5,Accompagnement numérique responsable,Sans objet,Non,DEMANDE_MSP
REL-PUB-IRONIE-001,IRONIE Expertise Cybersécurité,Partenariat déclaré,Fortinet,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-006,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_advanced-partner-fortinet.html,"C’est officiel : IRONIE – Cybersecurity Expertise atteint le statut Advanced Partner de Fortinet 🔐 Déjà partenaire et multicertifié, IRONIE franchit aujourd’hui une nouvelle étape en accédant au niveau Advanced dans le programme partenaires Fortinet.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-NOMIOS-007,Statut Advanced Partner annoncé en 2026 — annuaire éditeur à confirmer,46103.5,Intégration et services managés,Fortinet,Non,DEMANDE_MSP
REL-PUB-IRONIE-002,IRONIE Expertise Cybersécurité,Relation non établie,Stormshield,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-004,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_recrutement.html,"Nos principaux partenaires technologiques sont : Fortinet, StormShield, Palo Alto, Wallix, InWebo, Bitdefender, Ivanti, HPE Aruba",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-003,Relation déclarée — portée à valider,45903.5,,Stormshield,Non,DEMANDE_MSP
REL-PUB-IRONIE-003,IRONIE Expertise Cybersécurité,Relation non établie,Palo Alto Networks,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-004,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_recrutement.html,"Nos principaux partenaires technologiques sont : Fortinet, StormShield, Palo Alto, Wallix, InWebo, Bitdefender, Ivanti, HPE Aruba",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-NOMIOS-006,Relation déclarée — portée à valider,45903.5,,Palo Alto,Non,DEMANDE_MSP
REL-PUB-IRONIE-004,IRONIE Expertise Cybersécurité,Relation non établie,WALLIX,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-004,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_recrutement.html,"Nos principaux partenaires technologiques sont : Fortinet, StormShield, Palo Alto, Wallix, InWebo, Bitdefender, Ivanti, HPE Aruba",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-004,Relation déclarée — portée à valider,45903.5,,Wallix,Non,DEMANDE_MSP
REL-PUB-IRONIE-005,IRONIE Expertise Cybersécurité,Relation non établie,InWebo,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-004,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_recrutement.html,"Nos principaux partenaires technologiques sont : Fortinet, StormShield, Palo Alto, Wallix, InWebo, Bitdefender, Ivanti, HPE Aruba",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-005,Relation déclarée — portée à valider,45903.5,,InWebo,Non,DEMANDE_MSP
REL-PUB-IRONIE-006,IRONIE Expertise Cybersécurité,Relation non établie,Bitdefender,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-004,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_recrutement.html,"Nos principaux partenaires technologiques sont : Fortinet, StormShield, Palo Alto, Wallix, InWebo, Bitdefender, Ivanti, HPE Aruba",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-002,Relation déclarée — portée à valider,45903.5,,Bitdefender,Non,DEMANDE_MSP
REL-PUB-IRONIE-007,IRONIE Expertise Cybersécurité,Relation non établie,Ivanti,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-004,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_recrutement.html,"Nos principaux partenaires technologiques sont : Fortinet, StormShield, Palo Alto, Wallix, InWebo, Bitdefender, Ivanti, HPE Aruba",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-006,Relation déclarée — portée à valider,45903.5,,Ivanti,Non,DEMANDE_MSP
REL-PUB-IRONIE-008,IRONIE Expertise Cybersécurité,Relation non établie,HPE Aruba,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-004,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_recrutement.html,"Nos principaux partenaires technologiques sont : Fortinet, StormShield, Palo Alto, Wallix, InWebo, Bitdefender, Ivanti, HPE Aruba",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-007,Relation déclarée — portée à valider,45903.5,,HPE Aruba,Non,DEMANDE_MSP
REL-PUB-IRONIE-009,IRONIE Expertise Cybersécurité,Technologie citée,Bitdefender,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-001,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_securite-managee.html,"GravityZone MSP Solution de protection des postes de travail et serveurs, ainsi que de votre environnement Microsoft Active Directory, Entra et Office365 (Exchange Online, SharePoint Online, OneDrive). La solution comprend les options suivantes : EPP + EDR : antivirus et télémétrie des endpoints Patch management : gestion automatisée des mises à jour XDR : télémétrie messagerie, cloud, réseau MDR + SOC : traitement des incidents, corrélation, escalade des alertes qualifiées",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-002,GravityZone MSP cité dans SOC360 — usage et exploitation réels à confirmer,45908.5,SOC360,Bitdefender GravityZone MSP,Non,DEMANDE_MSP
REL-PUB-IRONIE-010,IRONIE Expertise Cybersécurité,Technologie citée,Fortinet,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-001,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_securite-managee.html,"La prestation de responsable technique de compte permet d’avoir l’expertise maximale sur une technologie, avec des liens privilégiés avec l’éditeur. Nous pouvons vous proposer ceci pour : Fortinet, Palo Alto, Stormshield, PulseSecure, F5, InWebo, Wallix.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-NOMIOS-007,"Technologie citée pour TAM — usage client, contrat et escalade non établis",45908.5,TAM,Fortinet,Non,DEMANDE_MSP
REL-PUB-IRONIE-011,IRONIE Expertise Cybersécurité,Technologie citée,Palo Alto Networks,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-001,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_securite-managee.html,"La prestation de responsable technique de compte permet d’avoir l’expertise maximale sur une technologie, avec des liens privilégiés avec l’éditeur. Nous pouvons vous proposer ceci pour : Fortinet, Palo Alto, Stormshield, PulseSecure, F5, InWebo, Wallix.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-NOMIOS-006,"Technologie citée pour TAM — usage client, contrat et escalade non établis",45908.5,TAM,Palo Alto Networks,Non,DEMANDE_MSP
REL-PUB-IRONIE-012,IRONIE Expertise Cybersécurité,Technologie citée,Stormshield,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-001,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_securite-managee.html,"La prestation de responsable technique de compte permet d’avoir l’expertise maximale sur une technologie, avec des liens privilégiés avec l’éditeur. Nous pouvons vous proposer ceci pour : Fortinet, Palo Alto, Stormshield, PulseSecure, F5, InWebo, Wallix.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-003,"Technologie citée pour TAM — usage client, contrat et escalade non établis",45908.5,TAM,Stormshield,Non,DEMANDE_MSP
REL-PUB-IRONIE-013,IRONIE Expertise Cybersécurité,Technologie citée,Pulse Secure,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-001,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_securite-managee.html,"La prestation de responsable technique de compte permet d’avoir l’expertise maximale sur une technologie, avec des liens privilégiés avec l’éditeur. Nous pouvons vous proposer ceci pour : Fortinet, Palo Alto, Stormshield, PulseSecure, F5, InWebo, Wallix.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-010,"Technologie citée pour TAM — usage client, contrat et escalade non établis",45908.5,TAM,Pulse Secure,Non,DEMANDE_MSP
REL-PUB-IRONIE-014,IRONIE Expertise Cybersécurité,Technologie citée,F5,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-001,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_securite-managee.html,"La prestation de responsable technique de compte permet d’avoir l’expertise maximale sur une technologie, avec des liens privilégiés avec l’éditeur. Nous pouvons vous proposer ceci pour : Fortinet, Palo Alto, Stormshield, PulseSecure, F5, InWebo, Wallix.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-011,"Technologie citée pour TAM — usage client, contrat et escalade non établis",45908.5,TAM,F5,Non,DEMANDE_MSP
REL-PUB-IRONIE-015,IRONIE Expertise Cybersécurité,Technologie citée,InWebo,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-001,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_securite-managee.html,"La prestation de responsable technique de compte permet d’avoir l’expertise maximale sur une technologie, avec des liens privilégiés avec l’éditeur. Nous pouvons vous proposer ceci pour : Fortinet, Palo Alto, Stormshield, PulseSecure, F5, InWebo, Wallix.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-005,"Technologie citée pour TAM — usage client, contrat et escalade non établis",45908.5,TAM,InWebo,Non,DEMANDE_MSP
REL-PUB-IRONIE-016,IRONIE Expertise Cybersécurité,Technologie citée,WALLIX,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-001,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_securite-managee.html,"La prestation de responsable technique de compte permet d’avoir l’expertise maximale sur une technologie, avec des liens privilégiés avec l’éditeur. Nous pouvons vous proposer ceci pour : Fortinet, Palo Alto, Stormshield, PulseSecure, F5, InWebo, Wallix.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-004,"Technologie citée pour TAM — usage client, contrat et escalade non établis",45908.5,TAM,WALLIX,Non,DEMANDE_MSP
REL-PUB-IRONIE-017,IRONIE Expertise Cybersécurité,Référencement / qualification,GIP Gigalis,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-005,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_gigalis-annonce.html,Nous sommes fiers d’annoncer que IRONIE – Expertise Cybersécurité est désormais référencée sur la centrale d’achat public GIP Gigalis.,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-008,Référencement annoncé pour un accord-cadre de quatre ans,46103.5,"Audit, MDR/SOC, protection infrastructures et applications",,Non,DEMANDE_MSP
REL-PUB-IRONIE-018,IRONIE Expertise Cybersécurité,Projet / écosystème,CyberLig,,,IRONIE Expertise Cybersécurité,SRC-PUB-IRONIE-007,01_sources_brutes/02_publiques_primaires/2026-07-21_IRONIE_cyberlig.html,"Chez IRONIE – Cybersecurity Expertise , nous avons souhaité prendre part à cette dynamique collective en manifestant notre intérêt pour rejoindre le collège des partenaires et contribuer à la construction des futurs services du campus.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,"Aucun volume, exclusivité ou importance stratégique déduit.",ENT-PUB-IRONIE-001,ENT-PUB-IRONIE-009,Intention déclarée — adhésion et rôle actuels non établis,46189.5,Contribution envisagée aux futurs services du campus,,Non,DEMANDE_MSP
REL-PUB-XEFI-CANNES-001,XEFI Cannes,Réseau / infrastructure,Réseau XEFI,,,XEFI Cannes,SRC-PUB-XEFI-CANNES-002,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI-Cannes_agence.html,"Notre agence XEFI Cannes, située en Provence-Alpes-Côte d’Azur, dans le département Alpes-Maritimes et dans la ville de Vallauris, est votre guichet unique pour tous vos besoins en informatique, bureautique, logiciel, location et vente d’imprimantes, copieurs, messagerie sécurisée et sécurisation de données dans nos datacenters hautement certifiés afin d’améliorer la performance de votre société.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,La portée nationale ne prouve pas un usage par XEFI Cannes.,ENT-PUB-XEFI-CANNES-001,ENT-PUB-XEFI-CANNES-002,Agence de marque XEFI — statut franchise ou filiale non établi,46224.5,Ensemble de l’offre,,Non,DEMANDE_MSP
REL-PUB-XEFI-CANNES-002,XEFI Cannes,Réseau / infrastructure,Réseau XEFI,,,XEFI Cannes,SRC-PUB-XEFI-CANNES-002,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI-Cannes_agence.html,"Notre agence XEFI Cannes, située en Provence-Alpes-Côte d’Azur, dans le département Alpes-Maritimes et dans la ville de Vallauris, est votre guichet unique pour tous vos besoins en informatique, bureautique, logiciel, location et vente d’imprimantes, copieurs, messagerie sécurisée et sécurisation de données dans nos datacenters hautement certifiés afin d’améliorer la performance de votre société.",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,La portée nationale ne prouve pas un usage par XEFI Cannes.,ENT-PUB-XEFI-CANNES-001,ENT-PUB-XEFI-CANNES-002,Datacenters du réseau cités dans l’offre locale — opérateur contractuel à valider,46224.5,Cloud et sécurisation des données,,Non,DEMANDE_MSP
REL-PUB-XEFI-CANNES-003,XEFI Cannes,Relation client documentée,Transfometal,,,XEFI Cannes,SRC-PUB-XEFI-CANNES-001,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI-Cannes_francenum.html,transfometal | Accompagnement complet technique | 2024,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,La portée nationale ne prouve pas un usage par XEFI Cannes.,ENT-PUB-XEFI-CANNES-001,ENT-PUB-XEFI-CANNES-006,Référence client historique — relation actuelle non établie,46224.5,"Serveur, parc, pare-feu et sauvegarde",,Non,DEMANDE_MSP
REL-PUB-XEFI-CANNES-004,XEFI Cannes,Référencement / qualification,Cybermalveillance.gouv.fr,,,XEFI Cannes,SRC-PUB-XEFI-CANNES-001,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI-Cannes_francenum.html,Labels/Réseaux Labels : ExpertCyber,Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,La portée nationale ne prouve pas un usage par XEFI Cannes.,ENT-PUB-XEFI-CANNES-001,ENT-PUB-XEFI-CANNES-007,Label publié — statut actuel et titulaire exact à confirmer,46224.5,Cybersécurité,,Non,DEMANDE_MSP
REL-PUB-XEFI-CANNES-005,Réseau XEFI,Partenariat déclaré,HP Inc.,,,XEFI Cannes,SRC-PUB-XEFI-CANNES-003,01_sources_brutes/02_publiques_primaires/2026-07-21_XEFI_reseau-national.html,"XEFI, 1er partenaire HP en France auprès des TPE/PME",Déclaration de l’acteur,Moyenne — déclaration primaire non auditée,Public — mutualisable,Citation courte / analyse seulement,À valider,Aucun doublon substantiel détecté,Aucune contradiction directe détectée,46224.5,La portée nationale ne prouve pas un usage par XEFI Cannes.,ENT-PUB-XEFI-CANNES-002,ENT-PUB-XEFI-CANNES-003,Partenariat national — usage local non établi,46224.5,Équipement,HP,Non,DEMANDE_MSP
